caption;komentar;label;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;❤️;ham;
Back to Jkt #asian #asianboy;Style soleh kak lebih keren 😁;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Kaya gini dibilang magrib, apalah aku gerhana ☀;ham;
"Bismillah…

Hello dondang.. kaltim 😍🌹❤️🙏🏻.

#missjajaraji #offair #dewiperssik #kaltim #dondang";Wah mami bakal ktemu ank2 ny juga ddondang;ham;
Banyak yang bilang Ibu adalah sekolah pertama bagi anak, tapi justru aku merasa, aku yang lebih banyak belajar semenjak ada mereka. Love u kiddos ❤️ #SW #Sarwendah #Onyo #Thalia #Thania;"Eh"" liat kak sarwendah skrg bodynya makin bagus bngt ya, ak jadi tmbh pngin pnya badan sgitu deh, tpi gimna caranya ya😢 ak udh cb olahraga dan diet tpi bb ttep ga turun jadi sedih";spam;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Dulu anak2 saya malah disaranin sama DSA nya bun.. yg penting uda lepas tali pusar dan pusarnya uda kering, boleh ditengkurepin atau istilahnya tummy time.. ga usah lama2, sebentar2 aja sambil di pijit tiap sebelum mandi kalo anak2 saya dulu..😊;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅;bjirlah;ham;
Get Well Soon Aa Rafathar ❤️ Terimakasih @dr.attiladewanti 🙏;Ke toko @furi.beautyslim aja sis saya 2 bulan kemarin order produknya dan alhamdulillah sis saya sudah turun 11,8kg dalam waktu 2 minggu🤗 barangkali minat bisa hubungi saja sis akun tersebut;spam;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Teteh lily? Apakah akan ada adik lagi 🤭🤭;ham;
Ka pau🤍🤍🤍🤍 Allahmumma bariik Baju aku @shibyshireen soon ya;Masyaa Allah, semoga istiqomah ❤️;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Lucu kamu mba 😂;ham;
Pagii 💚;Lu doang yg ganteng gk pernah Neko2 ba 🤍;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅; lagian pake ngejar segala mbak😂;ham;
@celltechstemcellcentre Prof @vinski.deby Sebelum berangkat umrah #latepost;Matapanda ama kantong mata kalo dibiarin bakal nambah ga sih? Malu bgt orang liat tuh pada sangka aku kurang tidur dan banyak minum alkohol sm kopi:'( pdhal ga samasekali, kek pengen ngilang ajaa;spam;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Anak ku umur seminggu sama bidan ku udah di tummy time, baik2 aja kok penting untuk daya motoriknya loh. Buka deh artikel berbasis ilmu kesehatan jgn ngikutin “kata orang tua atau orang dulu” hehe alhamdulillah mamah ku mengikuti perkembangan kesehatan jd oke2 aja 👏;ham;
kenapa bisa TRENDING 1 menurut kalian?;Semangatttt shakiraaa 💕. Don't listen people who hate you. Still many people who love you. Ganbatte 😇 @shakiraamirah;ham;
Pagii semuaaaa 👋🏼;cintanyaaaa akuuuu;ham;
kenapa bisa TRENDING 1 menurut kalian?;Karena yg kek gini emang wajib trending, bang!!!! 😍😍;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Ya Allah keluarga impian akuhhhhh🫶🏻;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Lily : awas ntar gede gw ajak adu basket lu pung;ham;
So happy to have you guys 🩵🩵🩵;masyaa allah, pengen deh bisa berjodoh sama yang seperti ini yang bisa membimbing ke jalan-nya allah🥰🤍🤍;ham;
kenapa bisa TRENDING 1 menurut kalian?;it happened cuz the guests are very inspiring and positive, have an attractive aura, they're also full of genius thoughts, excellent public speaking with kind words 👏;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Gem e banget 😍😍😍 rayanza mirip mamah gigi, Lily papah rafi;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅; lagian pake ngejar segala mbak😂;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Sejak kpan bisa bngun rumah di mall😮;ham;
Pagii semuaaaa 👋🏼;Pesona bapa2 yg babypes terus❤️;ham;
"Bismillah…

Hello dondang.. kaltim 😍🌹❤️🙏🏻.

#missjajaraji #offair #dewiperssik #kaltim #dondang";Selamat sampai tujuan dan ditunggu ntar duet bareng anknya mami @da4_putri03♥️;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;cantik gini gag pernh gangguin org, rejekinya baik knp byk yg gag sukak;ham;
Grow old with you #MoyaPoya;Yang menemani sampai tua itu istri, tapi sayang aku belum punya istri doain ya bang;ham;
Pagii 💚;Masyallah, gemoy🔥😍❤️;ham;
Ngikutan yg lagi baru.. Kali aja sampe 5jt likes sama 50jt views Bantu guys 😂;Coba Tinggal tdr dulu bang;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Dari mata ke bawah mirip,cuma bentuk muka nya beda😍;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅; lagian pake ngejar segala mbak😂;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Kenapa setiap puji yang foto selalu cuaaantik,,, 😭😭;ham;
Tokyo, Japan.;Anak Tokyo;ham;
Duh kenapa sih kunci gua jatoh 😝;Kalo yang make bang kirun mah ok semua deh🔥;ham;
Duh kenapa sih kunci gua jatoh 😝;Oke sepatunya 😍;ham;
Hello Good Morning Mom ❤️ Rumah Lebak Bulus;Sehat2 ya mommy;ham;
Pagii semuaaaa 👋🏼;Barakallah fiik;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;happy banget abang armuh, ga ush bayar AC;ham;
Pagii 💚;galangku;ham;
@celltechstemcellcentre Prof @vinski.deby Sebelum berangkat umrah #latepost;Matapanda ama kantong mata kalo dibiarin bakal nambah ga sih? Malu bgt orang liat tuh pada sangka aku kurang tidur dan banyak minum alkohol sm kopi:'( pdhal ga samasekali, kek pengen ngilang ajaa;spam;
Banyak yang bilang Ibu adalah sekolah pertama bagi anak, tapi justru aku merasa, aku yang lebih banyak belajar semenjak ada mereka. Love u kiddos ❤️ #SW #Sarwendah #Onyo #Thalia #Thania;Seorang ibu akan berusaha semaksimal mungkin untuk kebahagiaan keluarga . Love moms in the world❤️;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Estetik banget.. ❤️;ham;
Pagii 💚;lohh di @angella.breasts.id juga tah mbak😂😂 sebenarnya malu bgtt sih klo mau crita disini 🙈🙈 tpi emang benar sih sebagus itu karna aku juga salah satu korbannya yang merasa terbantu sekali, pydku jd tambah kencang dan padat;spam;
Ngikutan yg lagi baru.. Kali aja sampe 5jt likes sama 50jt views Bantu guys 😂;Kalau kasih aku 5jt bisa ya bang ? Gas udh siap nih no rek nya haha 😂 canda bang @rickyharun;ham;
Pagii 💚;Role model ❤️;ham;
Pagii 💚;galang awet muda😭;ham;
Ayo ikutan @wdxtragame;Ini orang yang lagi rame di Tiktok kan?;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Lily minta tolong gasih 🤣;ham;
Semangat Berkarya Untuk Indonesia Tercinta 🇮🇩💪❤️;Yank Mao Banyak Pollooowersss mampirrr gaisss;spam;
Ungkapan hati anak2 kita..#mamaknande#sekolahemak;Ini botak yang nglepehin bubur ga si?😂;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅;Untung yang ngomong begitu ente bang coba kalo ane 😂;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;jess bnr2 word of affirmationnya ga brenti2 shhh;ham;
Ungkapan hati anak2 kita..#mamaknande#sekolahemak;Maammmmmmaaa aqukan masih baby🤭🙏🤭🙏🙏🙏;ham;
kenapa bisa TRENDING 1 menurut kalian?;dikabarkan sandy trauma pake helm🤭🙏🏻;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Coba kamu ke akun @womeen_auromantic sya juga dulu seperti itu tapi setelah mengikuti arahan treatment pyd sya udah sama🥰;spam;
Banyak yang bilang Ibu adalah sekolah pertama bagi anak, tapi justru aku merasa, aku yang lebih banyak belajar semenjak ada mereka. Love u kiddos ❤️ #SW #Sarwendah #Onyo #Thalia #Thania;Menarik juga, ok cb aku cek ke tokonya yah mba , terimakasih infonya dan sarannya;spam;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Capek banget dipanggil ama jesnolimit @baiq_yuli97 😂😂😂;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Anak ku umur seminggu sama bidan ku udah di tummy time, baik2 aja kok penting untuk daya motoriknya loh. Buka deh artikel berbasis ilmu kesehatan jgn ngikutin “kata orang tua atau orang dulu” hehe alhamdulillah mamah ku mengikuti perkembangan kesehatan jd oke2 aja 👏;ham;
Pagii semuaaaa 👋🏼;Pagiiii;ham;
Get Well Soon Aa Rafathar ❤️ Terimakasih @dr.attiladewanti 🙏;Azaa... Di kira Handscoon kaos tangan spiderman yah😂😂;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Mohon maaf, menurut saya gak mirip a' Raffi 🙏;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Lhooo kok udah tengkurep dan angkat kepala..gak bahaya? Tanya dokter anak udah boleh belum @siscakohl;ham;
menyala ❤️‍🔥❤️‍🔥vlog kita uda tayang yaa!!🙌🏻;ini yang dikatain magrib? CAKEPP GINI DIBILANG MAGRIB😂LAWAKK;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Mau kirim video ini ke adik gue, biar dia belajar seseorang Justin aja bisa gak main game lagi karna udah punya anak. Adik gue udah anak 3 masih sibuk game trus kerja gak fokus game Mulu lagi. 😢😂;ham;
kenapa bisa TRENDING 1 menurut kalian?;Shakiraaa positif vibes abisss😭 dri awal ampe akhir senyumm teruss;ham;
Pagii semuaaaa 👋🏼;Pagi juga abang semangat buat hari ini 🔥🔥;ham;
Rafathar ❤️ Lily;Di cintai secara ugal”an dgn raffatar mah ini si lily;ham;
So happy to have you guys 🩵🩵🩵;ikut program turun BB dan ngecilin perut buncit ke @Aidaslimbody.id mba;spam;
Pagii 💚;Masyallah, gemoy🔥😍❤️;ham;
Grow old with you #MoyaPoya;Couple favoritt aku❤️, bahagia selalu ya kalian😍😍😍;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Berisik lu pa;ham;
Ngikutan yg lagi baru.. Kali aja sampe 5jt likes sama 50jt views Bantu guys 😂;coba jadi galang lagi pak🙌;ham;
Pagii semuaaaa 👋🏼;Pagii;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Jd ketauan ya banyak ibu2 yg belum upgrade masalah parenting gini,padahal banyak info dan bisa di cari di google loh manfaat dari tummy time bahkan sedari dia baru keluar untuk IMD pun udh tengkurep,coba yuk banyak belajar lg jgn hpnya dipake untuk judge orang tanpa tau ilmunya 🤗;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;maaf brngkli ada yg bisa kasih solusi buat aku karna PD kndurr dan gabrisii kdang sukaa inscuree sma suami😢;spam;
Pagii 💚;my favorite couple❤️ masya allah;ham;
Pagii semuaaaa 👋🏼;Gantengnyaaa akuuuu😍;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅;Capekkk😂;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Salfok sm alisnya 2 bocil, bagus bgt...😍;ham;
Get Well Soon Aa Rafathar ❤️ Terimakasih @dr.attiladewanti 🙏;mending cek storiku aja;spam;
Hello Good Morning Mom ❤️ Rumah Lebak Bulus;ak jg dlu kya gt mb tp smnjak rutin pke prdk dr @evelyn_female.id jd ada prubhan mb;spam;
kenapa bisa TRENDING 1 menurut kalian?;Podcast nya bagus, tpi saran aja bang sblum ngundang mreka abng nnton dlu acara nya gmana.. soalnya di podcast prtanyaan abng kliatan blum nnton bang;ham;
Kangen gili. 📸 @tur.ojak @rizkymaydiamir;cantik bgttt parah;ham;
Ka pau🤍🤍🤍🤍 Allahmumma bariik Baju aku @shibyshireen soon ya;❤️❤️❤️;ham;
Pagii 💚;Eeh iyaaa kakk mkasiihh ppeemmuuttiihh prmaaneennn yanngg dipakkaaiii kaka ituu di @dokter.adi_kecantikan udh cba juuga hasilnyaaa ptiihh gllowiiinnng, bru taauu peemmuuttiihh inniii bnyyaakk dipaakkee arttiiiss2 😍❤ Mkasihh juugga yaa @dokter.adi_kecantikan 😘🤗💞 iss thee bessttt dehh Thannkksss kaaakk;spam;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Sejak kpan bisa bngun rumah di mall😮;ham;
Grow old with you #MoyaPoya;pdhl tmpang ny playboy yaa😂 gk nyangkaa bisa jd suamiable n ayahable bgtt om kirun ini 😂😍😍 kiwkiww samawa till jannah Moyapoyaa;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Lili klo gak mirip Amina, mirip Zuney ... 😂;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Kita kabut malam kak;ham;
Rafathar ❤️ Lily;Bisa kak semenjak sy ikut programnya @dr.melina_official paksu sekarang jadi ngasih pujian terus katanya udah punya anak 2 tapi keliatan seperti abg😂;spam;
Rafathar ❤️ Lily;Renyah banget suara lilly 🤏😍;ham;
Rafathar ❤️ Lily;ada gasii cara gedein PD,selain sunt!k impl4n gtu?? sharing dong moms pliss,,aqu DOWN bgtt nih😭 belakangan ini aqu jarang bgt disentuh svami ktnya sdh ga hasrat lg sm aqu😭 krna pydku makin kecil g kyk dulu gde;spam;
Pagii semuaaaa 👋🏼;Pesona bapa2 yg babypes terus❤️;ham;
kenapa bisa TRENDING 1 menurut kalian?;Gw yang bodo malah gampang kerja pak;ham;
Rafathar ❤️ Lily;Salut sama aa rafathar&rayanza mau nerima dan sayang banget sama lily ❤;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Hasilnya worth it banget beli di @bobbreast.id;spam;
So happy to have you guys 🩵🩵🩵;Masya'Allah...langgeng truss yaa kalian❤️❤️;ham;
Duh kenapa sih kunci gua jatoh 😝;No 3😍;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Maa syaa Allah keluarga panutan aku😍;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;KAMU CANTIKK SANGATT KAKK😍;ham;
Pagii semuaaaa 👋🏼;Pagi juga abang semangat buat hari ini 🔥🔥;ham;
Pagii 💚;Dari dulu kaga tua tua nih idola😂😎;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Jauhhhhh lah, ajahe km terlalu kyuuttt❤️;ham;
Rafathar ❤️ Lily;Bagus bangat ya produknya kaka😍. Terima kasih infonya ya kaka🙏. Nanti aku langsung aja order ke @royyasllim.fit;spam;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;sehat selalu mas @rickyharun 🙌❤️🔥🔥🔥;ham;
Pagii 💚;Udah ketemu kunci mobil kemarin 😂;ham;
Pagii 💚;Allahumma barik moya poya 🌻✨;ham;
a small compilation of my school life📚 (-the studying part haha);Ya Allah MasyaAllah lahaulaa walaa kuwataa;ham;
Pagii semuaaaa 👋🏼;Bang kirun awet muda bgt, ga ada yang berubah 😁;ham;
Pagii semuaaaa 👋🏼;Mowning 🔥🔥;ham;
Ternyata gua baru tau di Umur 37 ini guys.. 😅😅😅;bang kamu tuh awet muda tau 😭dr dulu perasaan muka nya gitu2 aja;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Gem e banget 😍😍😍 rayanza mirip mamah gigi, Lily papah rafi;ham;
Semangat Berkarya Untuk Indonesia Tercinta 🇮🇩💪❤️;Wifi nya kk🔥;spam;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Kaya gini dibilang maghrib, apalah aku ireng😭;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;FOII0w murah kaka🥰🧡;spam;
Get Well Soon Aa Rafathar ❤️ Terimakasih @dr.attiladewanti 🙏;Yg bener aja Za... Bu dokter diajarin metal...😂 Semoga cpt sembuh Aa... aamiin 🤲🏻😍;ham;
Pagii 💚;ℙ𝕒𝕘𝕚 𝕜𝕒, 𝕡𝕖𝕟𝕘𝕖𝕟 𝕕𝕚 sapa😍🤗;spam;
So happy to have you guys 🩵🩵🩵;"demi apa ini?😢serius yh ini bukan apa"" aku prnah coba sendiri program @aidaslimbody.id udah 3 minggu ini lost 8 kilo 😢😍";spam;
Slide 6 :Bertemu dengan para guru Pak Yai @cholilnafis dan @abiamirofficial 🙏;Disini ada yang tau ngga cara nurunin bb gimana? soalnya aku udah cape dikatain gendut sama tetangga😭;spam;
Pagii 💚;moyapoya❤️‍🔥;ham;
Ngikutan yg lagi baru.. Kali aja sampe 5jt likes sama 50jt views Bantu guys 😂;Sehat selalu kak ricky;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;Cantik amay❤️❤️;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;Maaf aa raffi gak mirip 🙏🙏;ham;
Get Well Soon Aa Rafathar ❤️ Terimakasih @dr.attiladewanti 🙏;MasyaAllah Rafathar papa Raffi banget ... ❤️❤️❤️❤️❤️❤️❤️;ham;
Duh kenapa sih kunci gua jatoh 😝;Fokus ke kunci aja napa😂😂😂;ham;
Foto sama yg lagi bangun rumah di mall 😝 Dan abang2ku yg kece di dunia persepatuan 🫡;Iya bener banget sis, sya juga dulu gitu dan gak pd didepan suami tapi setelah pakai produk dari @womeen_auromantic ikuti arahan dan pyd sya ga besar sebelah jadi sama rata🙈;spam;
Pagii 💚;Bener tuh bund aku juga ikutan programnya @angella.breasts.id ada perubahan jadi lebih kencang & lebih berisi,, pokoknya mah saran aku sii jgn smpe operasi bund ga baik dan berdosa juga.;spam;
Ayo ikutan @wdxtragame;Tombol tak permah benci willi salim 👉;ham;
Pagii 💚;Allahumma barik moya poya 🌻✨;ham;
Mirip Gak ? ❤️ Ajjahe Jail sama Teteh Lily 🥰;KELIHATAN BANGET CIPUNG SAYANG BANGET SAMA LILY;ham;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.;maaf brngkli ada yg bisa kasih solusi buat aku karna PD kndurr dan gabrisii kdang sukaa inscuree sma suami😢;spam;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Shopia cuma bisa angkat kepala aja bapanya dah bangga, lah kita!? Kerja keras banting tulang, bantuin ekonomi keluarga..ada gitu di apresiasi sama bapa?😭;ham;
a small compilation of my school life📚 (-the studying part haha);ko kaya lovestagram gini ya sama yg sebelah 😭 anyway, semangaatt ka vieraaa!;ham;
Rafathar ❤️ Lily;MasyaAllah Lily sayang😍😍😍;ham;
13 Oktober 2023 Umur 35 Hari @sophianolimit tummy time bersama papa @jessnolimit dan mama @siscakohl 👶🏻🥰;Itu karpet putih ada lapisan emas nya gk yak;ham;
Pagii 💚;Sehat trus bang bersama keluarga 😇🤲;ham;
Duh kenapa sih kunci gua jatoh 😝;Sini kuncinya gue duplikat biar ga jatuh2;ham;
Ayo ikutan @wdxtragame;willie salim GK mau rugi😂😂;ham;
Another OOTD 💖 coming soon from @tash_collection ✨ siapa yg suka Abaya ala dubai kaya gini juga??;"Kami para yatim memohon sedekahnya buat membeli beras,seikhlas hati karena Allah SWT,Demi Allah SWT kami KELAPARAN DARI PAGI KAMI BELUM MAKAN SAMA SEKALI
BSI Rek.72.01.15.79.56";spam;
Foto yang sudah dipendam hampir satu tahun yang lalu hehe, hampir lupa dikit.; tetap gumuusshhh😍😍;ham;
Hello Good Morning Mom ❤️ Rumah Lebak Bulus;Raffi ahmad aja pake remini😭;ham;
Semangat Berkarya Untuk Indonesia Tercinta 🇮🇩💪❤️;Klau boleh bg haji raffi ahmad dibantu pembuatan pagar masjid di tempat kami yang belum rampung pembangunannya karena kekurangan dana.saya kirimkan RAB nya dan gambar2 nya.;spam;
Another OOTD 💖 coming soon from @tash_collection ✨ siapa yg suka Abaya ala dubai kaya gini juga??;"Kami para yatim memohon sedekahnya buat membeli beras,seikhlas hati karena Allah SWT,Demi Allah SWT kami KELAPARAN DARI PAGI KAMI BELUM MAKAN SAMA SEKALI
BSI Rek.72.01.15.79.56";spam;
